ID,Name,Location,Difficulty,Rating,Length,Gain,Route,Keywords,Link,img1,img2,img3,img1_url,img2_url,img3_url
dallas-road-waterfront-trail,Dallas Road Waterfront Trail,Beacon Hill Park,easy,4.1,7.1,50,Out & Back,"Dogs on leash, Wheelchair friendly, Kid friendly, Stroller friendly, Nature trips, Walking, Bird watching, Running, Paved, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/dallas-road-waterfront-trail?ref=result-card,dallas-road-waterfront-trail-0,dallas-road-waterfront-trail-1,dallas-road-waterfront-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/20694040/large_ab3d5521749efcb6bde81626dc0c0b70.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34575257/large_1d43418623fd769caf7e6c6d42a6552c.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34575257/large_1d43418623fd769caf7e6c6d42a6552c.jpg
jocelyn-hill-johns-bump-loop,"Jocelyn Hill, Johns Bump Loop",Gowlland Tod Provincial Park,easy,4.6,6.9,310,Loop,"Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/jocelyn-hill-johns-bump-loop?ref=result-card,jocelyn-hill-johns-bump-loop-0,jocelyn-hill-johns-bump-loop-1,jocelyn-hill-johns-bump-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/22462115/large_f7dad1d52fa424cc214958764ba921f8.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34832141/large_4035bfce3d0526107e1b0e5bf73a94bc.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34832141/large_4035bfce3d0526107e1b0e5bf73a94bc.jpg
avatar-grove-nature-trail,Avatar Grove Nature Trail,Avatar Grove Hiking Trails Recreation Site,easy,4.4,1.6,61,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Running, Forest, River, Views, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/avatar-grove-nature-trail?ref=result-card,avatar-grove-nature-trail-0,avatar-grove-nature-trail-1,avatar-grove-nature-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/30742973/large_eaded34bbe48b8b07dbe33a6c8f23085.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34797671/large_ca837fa1b695cce3859fd151a3b0f62b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34797671/large_ca837fa1b695cce3859fd151a3b0f62b.jpg
angels-staircase-and-point-lace-falls,Angel's Staircase and Point Lace Falls,Yoho National Park,easy,4.4,5.5,197,Out & Back,"Hiking, Walking, Forest, Lake, Views, Waterfall",https://www.alltrails.com/trail/canada/british-columbia/angels-staircase-and-point-lace-falls?ref=result-card,angels-staircase-and-point-lace-falls-0,angels-staircase-and-point-lace-falls-1,angels-staircase-and-point-lace-falls-2,https://cdn-assets.alltrails.com/uploads/photo/image/23011997/large_dcd2a3074a3d6f9904e14b341371dbe5.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/30148769/large_1a9622262cd97596e4aee2f479125482.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/30148769/large_1a9622262cd97596e4aee2f479125482.jpg
salish-trail-to-spanish-trail-loop,Salish Trail to Spanish Trail Loop,Pacific Spirit Regional Park,easy,4.3,7.1,103,Loop,"Dogs on leash, Kid friendly, Hiking, Mountain biking, Walking, Running, Forest",https://www.alltrails.com/trail/canada/british-columbia/salish-trail-to-spanish-trail-loop?ref=result-card,salish-trail-to-spanish-trail-loop-0,salish-trail-to-spanish-trail-loop-1,salish-trail-to-spanish-trail-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/11415703/large_2cc4b9c50aff0581f9a9a4989d0dd878.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34836989/large_5f20e51dac9d87f2aa988a7074febc28.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34836989/large_5f20e51dac9d87f2aa988a7074febc28.jpg
drummonds-walk,Drummonds Walk,Barnet Marine Park,easy,4.1,3.7,26,Out & Back,"Kid friendly, Walking, Running, Dog friendly, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/drummonds-walk?ref=result-card,drummonds-walk-0,drummonds-walk-1,drummonds-walk-2,https://cdn-assets.alltrails.com/uploads/photo/image/11235718/large_d2b4563544444616b7c08aa2764a5728.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34477393/large_7348bbab1ca36a986c7f76bc309fbe93.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34477393/large_7348bbab1ca36a986c7f76bc309fbe93.jpg
alberni-valley-lookout-trail,Alberni Valley Lookout Trail,"Alberni-Clayoquot F, British Columbia",easy,4,3.9,130,Out & Back,"Hiking, Horseback riding, Mountain biking, OHV/Off-road driving, Walking, Cave, Dog friendly, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/alberni-valley-lookout-trail?ref=result-card,alberni-valley-lookout-trail-0,alberni-valley-lookout-trail-1,alberni-valley-lookout-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/19616536/large_c43b387662f5ad9297a4b68e4903a36b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/33593566/large_2cf383ca167a2f855b272c742902cf2b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/33593566/large_2cf383ca167a2f855b272c742902cf2b.jpg
wittys-lagoon-trail,Witty's Lagoon Trail,Witty's Lagoon Regional Park,easy,4.5,5.5,117,Out & Back,"Kid friendly, Hiking, Nature trips, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/wittys-lagoon-trail?ref=result-card,wittys-lagoon-trail-0,wittys-lagoon-trail-1,wittys-lagoon-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/23643542/large_6484af69121ba27a8af49c21096d2110.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34731419/large_ffea575e422b5403dc0f4f85b9db5790.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34731419/large_ffea575e422b5403dc0f4f85b9db5790.jpg
kanaka-creek-canyon-trail,Kanaka Creek Canyon Trail,Kanaka Creek Regional Park,easy,4,3.7,123,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Bird watching, Forest, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/kanaka-creek-canyon-trail?ref=result-card,kanaka-creek-canyon-trail-0,kanaka-creek-canyon-trail-1,kanaka-creek-canyon-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/22622598/large_deb0ddbe94146d353ddadea30ba806c5.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34869896/large_446b04abb5c65bc5986c60afa9853889.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34869896/large_446b04abb5c65bc5986c60afa9853889.jpg
alpine-walk-trail,Alpine Walk Trail,Blackcomb Mountain,easy,4.2,1.4,78,Loop,"Kid friendly, Hiking, Forest, Lake, Views, Wildflowers, Wildlife, Rocky, Snow, No dogs",https://www.alltrails.com/trail/canada/british-columbia/alpine-walk-trail?ref=result-card,alpine-walk-trail-0,alpine-walk-trail-1,alpine-walk-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/23191506/large_6856e63f4fc55c38df8678cc0e52add3.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/29392162/large_cc12d55b8c619de562c39b31372fc25d.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/29392162/large_cc12d55b8c619de562c39b31372fc25d.jpg
mount-douglas-via-whittaker-trail,Mount Douglas via Whittaker Trail,Mount Douglas Park,easy,4.3,2.7,174,Out & Back,"Kid friendly, Hiking, Nature trips, Walking, Dog friendly, Views",https://www.alltrails.com/trail/canada/british-columbia/mount-douglas-via-whittaker-trail?ref=result-card,mount-douglas-via-whittaker-trail-0,mount-douglas-via-whittaker-trail-1,mount-douglas-via-whittaker-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/19654703/large_675e901f6a47004924e9c6232d8451f5.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34767864/large_b384add9a79a6cba11405f56bbe7e887.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34767864/large_b384add9a79a6cba11405f56bbe7e887.jpg
lower-alouette-river-loop--2,Lower Alouette River Loop,"Pitt Meadows, British Columbia",easy,4.2,10,20,Loop,"Dogs on leash, Kid friendly, Fishing, Hiking, Horseback riding, Mountain biking, Nature trips, Paddle sports, Walking, Bird watching, Running, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lower-alouette-river-loop--2?ref=result-card,lower-alouette-river-loop--2-0,lower-alouette-river-loop--2-1,lower-alouette-river-loop--2-2,https://cdn-assets.alltrails.com/uploads/photo/image/26312210/large_a032928b77f53d3c950016d47beb077b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34741093/large_c6702276db40ef6a2732e75a2297dc9b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34741093/large_c6702276db40ef6a2732e75a2297dc9b.jpg
haslam-creek-suspension-bridge,Haslam Creek Suspension Bridge,"Cowichan Valley H, British Columbia",easy,4,1.8,53,Out & Back,"Kid friendly, Hiking, Road biking, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/haslam-creek-suspension-bridge?ref=result-card,haslam-creek-suspension-bridge-0,haslam-creek-suspension-bridge-1,haslam-creek-suspension-bridge-2,https://cdn-assets.alltrails.com/uploads/photo/image/29777273/large_1ce6fbd248311679904d6783561ec230.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34776299/large_771942887d85010f2ce2b063d7ebcf42.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34776299/large_771942887d85010f2ce2b063d7ebcf42.jpg
deboville-slough-and-addington-lookout,DeBoville Slough and Addington Lookout,"Port Coquitlam, British Columbia",easy,4.3,9.7,23,Out & Back,"Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Running, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/deboville-slough-and-addington-lookout?ref=result-card,deboville-slough-and-addington-lookout-0,deboville-slough-and-addington-lookout-1,deboville-slough-and-addington-lookout-2,https://cdn-assets.alltrails.com/uploads/photo/image/22186168/large_37ca3b44aa76ad1f2bf2aa7e93a203d5.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34512320/large_b8135efe51f7c70199140fe3ba45502b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34512320/large_b8135efe51f7c70199140fe3ba45502b.jpg
okanagan-rail-trail-vernon-to-oyama,Okanagan Rail Trail: Vernon to Oyama,"Coldstream, British Columbia",easy,4.3,34.4,108,Out & Back,"Dogs on leash, Kid friendly, Stroller friendly, Camping, Cross-country skiing, Hiking, Mountain biking, Road biking, Snowshoeing, Walking, Bike touring, Running, Beach, Lake, Rails trails, Views, Waterfall, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/okanagan-rail-trail-vernon-to-oyama?ref=result-card,okanagan-rail-trail-vernon-to-oyama-0,okanagan-rail-trail-vernon-to-oyama-1,okanagan-rail-trail-vernon-to-oyama-2,https://cdn-assets.alltrails.com/uploads/photo/image/22604008/large_acba7122af764755045d27ac89b5da10.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34865741/large_562568207243a3ac2cdca3f55ff87962.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34865741/large_562568207243a3ac2cdca3f55ff87962.jpg
matsqui-trail,Matsqui Trail,Matsqui Triail Regional Park,easy,4.3,26.9,130,Out & Back,"Dogs on leash, Kid friendly, Hiking, Horseback riding, Walking, Running, River",https://www.alltrails.com/trail/canada/british-columbia/matsqui-trail?ref=result-card,matsqui-trail-0,matsqui-trail-1,matsqui-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/19017124/large_ec69c9f807bf3e8b39392b816627bd14.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34865421/large_21b01da97217b117fde6389d4d05debf.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34865421/large_21b01da97217b117fde6389d4d05debf.jpg
coquitlam-river-walk,Coquitlam River Walk,Coquitlam River Park,easy,4.2,2.9,11,Loop,"Hiking, Nature trips, Walking, Bird watching, Forest, River, Views",https://www.alltrails.com/trail/canada/british-columbia/coquitlam-river-walk?ref=result-card,coquitlam-river-walk-0,coquitlam-river-walk-1,coquitlam-river-walk-2,https://cdn-assets.alltrails.com/uploads/photo/image/19129768/large_db737f22a3a718673c9a41a7f7b9813a.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34008829/large_1e47948d96a4c9f29401c085df967f72.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34008829/large_1e47948d96a4c9f29401c085df967f72.jpg
devonian-harbour-park-to-harbour-green-park,Devonian Harbour Park to Harbour Green Park,Devonian Harbour Park,easy,4.1,2.6,14,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Beach, Views, City walk",https://www.alltrails.com/trail/canada/british-columbia/devonian-harbour-park-to-harbour-green-park?ref=result-card,devonian-harbour-park-to-harbour-green-park-0,devonian-harbour-park-to-harbour-green-park-1,devonian-harbour-park-to-harbour-green-park-2,https://cdn-assets.alltrails.com/uploads/photo/image/27801611/large_e9a09867d9106d070467640140b761ac.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34301552/large_e6cf7729136065cb5e27e81030f8208f.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34301552/large_e6cf7729136065cb5e27e81030f8208f.jpg
serpentine-fen-trail,Serpentine Fen Trail,Serpentine Wildlife Management Area,easy,3.8,3.2,7,Loop,"Dogs on leash, Kid friendly, Fishing, Hiking, Walking, Bird watching, Running, River",https://www.alltrails.com/trail/canada/british-columbia/serpentine-fen-trail?ref=result-card,serpentine-fen-trail-0,serpentine-fen-trail-1,serpentine-fen-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/19806408/large_c976b490d8e7bba8a819bc447e3edca8.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34829020/large_3eb6b8e22fd166d6fa887868be72125d.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34829020/large_3eb6b8e22fd166d6fa887868be72125d.jpg
fishtrap-creek,Fishtrap Creek Loop,"Abbotsford, British Columbia",easy,4,1.9,13,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/fishtrap-creek?ref=result-card,fishtrap-creek-0,fishtrap-creek-1,fishtrap-creek-2,https://cdn-assets.alltrails.com/uploads/photo/image/23058084/large_433cf1f75a331e88d3968e97593f88e9.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34474889/large_8815f31d5d9cffef7b0d38009703d1d8.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34474889/large_8815f31d5d9cffef7b0d38009703d1d8.jpg
mill-lake-loop,Mill Lake Loop,Mill Lake Park,easy,4.3,2.3,10,Loop,"Dogs on leash, Kid friendly, Stroller friendly, Nature trips, Walking, Bird watching, Running, Lake, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/mill-lake-loop?ref=result-card,mill-lake-loop-0,mill-lake-loop-1,mill-lake-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/22278897/large_9d4bdb7d0f4c5c34789d9897d7bf782a.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34236918/large_d992770139c930cfe0834ef614688684.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34236918/large_d992770139c930cfe0834ef614688684.jpg
buttertubs-marsh-loop,Buttertubs Marsh Loop,Buttertubs Marsh Park,easy,4,2.3,9,Loop,"Wheelchair friendly, Kid friendly, Stroller friendly, Hiking, Nature trips, Walking, Bird watching, Running, Lake, Views, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/buttertubs-marsh-loop?ref=result-card,buttertubs-marsh-loop-0,buttertubs-marsh-loop-1,buttertubs-marsh-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/21511479/large_3b23348e2ae936ebe101d9f5e3c29807.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34898914/large_30d7c0ccfb19d5ea17b23f2f96703940.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34898914/large_30d7c0ccfb19d5ea17b23f2f96703940.jpg
trent-falls,Trent Falls,Upper Trent River Woodlands,easy,4.2,2.1,50,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Forest, River, Views, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/trent-falls?ref=result-card,trent-falls-0,trent-falls-1,trent-falls-2,https://cdn-assets.alltrails.com/uploads/photo/image/19177237/large_19deef1dd1a7a80bf1d82ec3c875bf74.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34611369/large_f59524574d4849ac7200fe0db1d77e15.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34611369/large_f59524574d4849ac7200fe0db1d77e15.jpg
mill-creek--2,Mill Creek,"Kelowna, British Columbia",easy,4,2.6,88,Out & Back,"Kid friendly, Hiking, Nature trips, Walking, Running, Forest, River, Views, Waterfall, Muddy, Snow",https://www.alltrails.com/trail/canada/british-columbia/mill-creek--2?ref=result-card,mill-creek--2-0,mill-creek--2-1,mill-creek--2-2,https://cdn-assets.alltrails.com/uploads/photo/image/16730784/large_f119d020b82a14a3c09bf1f6668d7000.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34854450/large_e1ae7e7e5521ed903ace51a2817255df.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34854450/large_e1ae7e7e5521ed903ace51a2817255df.jpg
stocking-creek-park-loop,Stocking Creek Park Loop,Stocking Creek Park,easy,4.6,2.4,31,Loop,"Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/stocking-creek-park-loop?ref=result-card,stocking-creek-park-loop-0,stocking-creek-park-loop-1,stocking-creek-park-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/17057212/large_160e12751bdf6a353621597d07a2ec09.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34500719/large_381adcf9cf5cc6a9a2d025aba37bab13.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34500719/large_381adcf9cf5cc6a9a2d025aba37bab13.jpg
pender-hill,Pender Hill Trail,"Sunshine Coast B, British Columbia",easy,4.5,1.6,165,Out & Back,"Hiking, Nature trips, Walking, Running, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pender-hill?ref=result-card,pender-hill-0,pender-hill-1,pender-hill-2,https://cdn-assets.alltrails.com/uploads/photo/image/22716049/large_a007e698874b083946f22dd34b9d48d7.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34690663/large_9f5a26b0680f4aa13da70f27f9974c40.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34690663/large_9f5a26b0680f4aa13da70f27f9974c40.jpg
kanaka-creek-and-fraser-waterfront,Kanaka Creek and Fraser Waterfront,Kanaka Creek Regional Park,easy,3.9,3.1,17,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Running, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/kanaka-creek-and-fraser-waterfront?ref=result-card,kanaka-creek-and-fraser-waterfront-0,kanaka-creek-and-fraser-waterfront-1,kanaka-creek-and-fraser-waterfront-2,https://cdn-assets.alltrails.com/uploads/photo/image/29810001/large_c05cbd2f611406d9c06478609f9c79e4.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34740516/large_b64151e32262181e30dd3d50a9fd2827.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34740516/large_b64151e32262181e30dd3d50a9fd2827.jpg
mary-vine-creek-falls,Mary Vine Creek Falls,Sea to Sea Regional Park,easy,4.2,1.8,78,Out & Back,"Hiking, Nature trips, Walking, Bird watching, River, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mary-vine-creek-falls?ref=result-card,mary-vine-creek-falls-0,mary-vine-creek-falls-1,mary-vine-creek-falls-2,https://cdn-assets.alltrails.com/uploads/photo/image/21412914/large_5d521d0c5d18c63f83889548d9adc3b9.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34876193/large_ff39dd06b03c390a388ee5159507ebc6.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34876193/large_ff39dd06b03c390a388ee5159507ebc6.jpg
wild-pacific-trail-to-rocky-bluff,Wild Pacific Trail to Rocky Bluff,"Ucluelet, British Columbia",easy,4.2,2.1,60,Out & Back,"Hiking, Nature trips, Walking, Beach, Views",https://www.alltrails.com/trail/canada/british-columbia/wild-pacific-trail-to-rocky-bluff?ref=result-card,wild-pacific-trail-to-rocky-bluff-0,wild-pacific-trail-to-rocky-bluff-1,wild-pacific-trail-to-rocky-bluff-2,https://cdn-assets.alltrails.com/uploads/photo/image/19783865/large_9460161ec57b83dc20d07151d649e451.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34783503/large_f63a3b5da45c4a1897e10b31fb833824.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34783503/large_f63a3b5da45c4a1897e10b31fb833824.jpg
roberts-creek-waterfall,Roberts Creek Waterfall Loop,"Sunshine Coast D, British Columbia",easy,4.1,1.8,48,Loop,"Kid friendly, Hiking, Bird watching, Forest, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/roberts-creek-waterfall?ref=result-card,roberts-creek-waterfall-0,roberts-creek-waterfall-1,roberts-creek-waterfall-2,https://cdn-assets.alltrails.com/uploads/photo/image/28441678/large_78cf767e7be38ff714eb466da661e76b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34730229/large_6b6b221df362d0c08c2518b114507f10.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34730229/large_6b6b221df362d0c08c2518b114507f10.jpg
goldie-and-flower-lake-trail,Goldie and Flower Lake Loop,Mount Seymour Provincial Park,easy,4,3.2,73,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/goldie-and-flower-lake-trail?ref=result-card,goldie-and-flower-lake-trail-0,goldie-and-flower-lake-trail-1,goldie-and-flower-lake-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/23939762/large_79fec9bdffd3c3c4080536c3f3902663.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34757149/large_e5232b29bfe2f39b4aa0db48d0e5b062.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34757149/large_e5232b29bfe2f39b4aa0db48d0e5b062.jpg
bounday-bay-dyke,Bounday Bay Dyke,Boundary Bary Regional Park,easy,3.8,25.9,40,Out & Back,"Dogs on leash, Kid friendly, Mountain biking, Road biking, Walking, Bike touring, Running, Beach, Rails trails, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/bounday-bay-dyke?ref=result-card,bounday-bay-dyke-0,bounday-bay-dyke-1,bounday-bay-dyke-2,https://cdn-assets.alltrails.com/uploads/photo/image/25915358/large_2fa41171e18ebe33ebe2f3b473fa6425.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34602018/large_874e9aaffbe1898e37c8fd33c1af81dd.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34602018/large_874e9aaffbe1898e37c8fd33c1af81dd.jpg
baden-powell-trail-twin-bridges-trail-and-fishermans-trail-loop,"Baden Powell, Twin Bridges, and Fisherman's Trail Loop",Lower Seymour Conservation Reserve,easy,4.2,6.1,194,Loop,"Dogs on leash, Kid friendly, Fishing, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Forest, River, Views, Wildflowers, Wildlife, Historic site",https://www.alltrails.com/trail/canada/british-columbia/baden-powell-trail-twin-bridges-trail-and-fishermans-trail-loop?ref=result-card,baden-powell-trail-twin-bridges-trail-and-fishermans-trail-loop-0,baden-powell-trail-twin-bridges-trail-and-fishermans-trail-loop-1,baden-powell-trail-twin-bridges-trail-and-fishermans-trail-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/24904343/large_b505fb928f23a53df34903e7b369ba16.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34898958/large_082bd46626d75a987cc6cfbe48ab6b39.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34898958/large_082bd46626d75a987cc6cfbe48ab6b39.jpg
dog-lake-trail,Dog Lake Trail,Kootenay National Park,easy,3.9,5.1,333,Out & Back,"Dogs on leash, Kid friendly, Hiking, Walking, Lake, River",https://www.alltrails.com/trail/canada/british-columbia/dog-lake-trail?ref=result-card,dog-lake-trail-0,dog-lake-trail-1,dog-lake-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/23206122/large_d60f325ee771f80e00cd9adf924383c4.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34509047/large_dd618483fc2b16378d449f19fc73755f.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34509047/large_dd618483fc2b16378d449f19fc73755f.jpg
admiralty-point-trail-to-maple-beach,Admiralty Point Trail to Maple Beach,Belcarra Regional Park,easy,4.3,3.1,59,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Beach, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/admiralty-point-trail-to-maple-beach?ref=result-card,admiralty-point-trail-to-maple-beach-0,admiralty-point-trail-to-maple-beach-1,admiralty-point-trail-to-maple-beach-2,https://cdn-assets.alltrails.com/uploads/photo/image/19857661/large_ec5b27457f0a7dda923df8c2bd2bc250.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34483199/large_f269fc56aee5e1f540ef2cdf5da60482.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34483199/large_f269fc56aee5e1f540ef2cdf5da60482.jpg
pandora-and-trans-canada-loop-trail,Pandora and Trans Canada Loop Trail,Burnaby Mountain Conservation Area,easy,4,3.5,156,Loop,"Dogs on leash, Kid friendly, Hiking, Walking, Running, Forest, Muddy",https://www.alltrails.com/trail/canada/british-columbia/pandora-and-trans-canada-loop-trail?ref=result-card,pandora-and-trans-canada-loop-trail-0,pandora-and-trans-canada-loop-trail-1,pandora-and-trans-canada-loop-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/20067937/large_e93e9caefecdc4030bf12e8a20fae66d.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34901796/large_52f692125e54316ad5fc03a8f11cb9a2.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34901796/large_52f692125e54316ad5fc03a8f11cb9a2.jpg
spahat-falls,Spahat Falls,Wells Gray Provincial Park,easy,4.5,3.1,91,Out & Back,"Hiking, Nature trips, Forest, River, Views, Waterfall",https://www.alltrails.com/trail/canada/british-columbia/spahat-falls?ref=result-card,spahat-falls-0,spahat-falls-1,spahat-falls-2,https://cdn-assets.alltrails.com/uploads/photo/image/24391851/large_ac70c8e1932e73db417604a2fcbf4d62.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34756248/large_a6b3d4e4262d590b3858f7f24cc23db4.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34756248/large_a6b3d4e4262d590b3858f7f24cc23db4.jpg
